T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  46.024                  -419.655              
300     46.025                  -419.652              
400     47.679                  -419.371              
500     50.888                  -418.968              
600     54.562                  -418.507              
700     58.314                  -418.011              
800     61.994                  -417.485              
900     65.545                  -416.929              
1000    68.947                  -416.342              
1100    72.199                  -415.722              
1200    75.307                  -415.068              
1300    78.279                  -414.376              
1400    81.125                  -413.646              
1500    83.855                  -412.882              
1600    86.477                  -412.091              
1700    89.000                  -411.280              
1800    91.433                  -410.456              
1900    93.781                  -409.624              
2000    96.052                  -408.791              
2100    98.251                  -407.960              
2200    100.384                 -407.140              
2300    103.965                 -320.997              
2400    107.523                 -320.321              
2500    110.901                 -319.778              
2600    114.115                 -319.389              
2700    117.181                 -319.195              
2800    120.111                 -345.607              
2900    122.916                 -344.657              
3000    125.606                 -343.717              
