T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     47.961                  0.                    
200     30.735                  0.                    
250     28.995                  0.                    
298.15  28.605                  0.                    
300     28.606                  0.                    
350     28.900                  0.                    
400     29.560                  0.                    
450     30.423                  0.                    
500     31.397                  0.                    
600     33.487                  0.                    
700     35.613                  0.                    
800     37.691                  0.                    
900     39.689                  0.                    
1000    41.597                  0.                    
1100    43.417                  0.                    
1200    45.153                  0.                    
1300    46.811                  0.                    
1400    48.398                  0.                    
1500    49.920                  0.                    
1600    51.384                  0.                    
1700    52.796                  0.                    
1800    54.160                  0.                    
1900    55.481                  0.                    
2000    56.763                  0.                    
2100    58.010                  0.                    
2200    59.226                  0.                    
2300    60.414                  0.                    
2400    61.577                  0.                    
2500    62.717                  0.                    
2600    63.837                  0.                    
2700    64.939                  0.                    
2800    66.027                  0.                    
2900    67.120                  0.                    
3000    68.590                  0.                    
3100    70.005                  0.                    
3200    71.370                  0.                    
3300    72.688                  0.                    
3400    73.962                  0.                    
3500    75.195                  0.                    
3600    76.389                  0.                    
3700    77.547                  0.                    
3800    78.671                  0.                    
3900    79.763                  0.                    
4000    80.824                  0.                    
4100    81.856                  0.                    
4200    82.861                  0.                    
4300    83.841                  0.                    
4400    84.795                  0.                    
4500    85.726                  0.                    
4600    86.635                  0.                    
4700    87.523                  0.                    
4800    88.390                  0.                    
4900    89.238                  0.                    
5000    90.068                  591.385               
5100    90.879                  -593.064              
5200    91.674                  -594.890              
5300    92.452                  -596.860              
5400    93.215                  -598.972              
5500    93.962                  -601.224              
5600    94.695                  -603.614              
5800    96.120                  -608.795              
6000    97.494                  -614.491              
